Gene,Bnb,Left,Right,Product,ECKnb,Synonyms,Object ID,Activated,Activated_Bnb,Inhibited,Inhibited_Bnb
ydaE,b4526,1417838,1418008,Rac prophage; zinc-binding protein,ECK1349,"ydaE,b4526,ECK1349",G0-9081,,,,
caiD,b0036,35377,36162,crotonobetainyl-CoA hydratase,ECK0037,"caiD,yaaL,b0036,ECK0037",EG11557,,,,
rph,b3643,3815863,3816549,truncated RNase PH,ECK3633,"rph,b3643,ECK3633",EG10863,,,,
glrR,b2554,2687469,2688803,"DNA-binding transcriptional activator GlrR-phosphorylated,DNA-binding transcriptional activator GlrR",ECK2551,"glrR,yfhA,qseF,b2554,ECK2551",EG11285,"rseD,rseC,rseB,rseA,rpoE,glmY","b4725,b2570,b2571,b2572,b2573,b4441",,
ypdJ,b4545,2476094,2476234,CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ,ECK2358,"ypdJ,b4545,ECK2358",G0-10461,,,,
rnhA,b0214,235535,236002,ribonuclease HI,ECK0214,"rnhA,cer,sin,dasF,herA,rnh,sdrA,b0214,ECK0214",EG10860,,,,
trxC,b2582,2718735,2719154,"oxidized thioredoxin 2,reduced thioredoxin 2",ECK2580,"trxC,yfiG,b2582,ECK2580",EG11887,,,,
etk,b0981,1042030,1044210,protein-tyrosine kinase Etk,ECK0972,"etk,yccC,b0981,ECK0972",EG11826,,,,
yjjI,b4380,4615515,4617065,DUF3029 domain-containing protein YjjI,ECK4372,"yjjI,yjjH,b4380,ECK4372",EG12171,,,,
yhgP,b4789,3573679,3573708,protein YhgP,ECK4646,"yhgP,b4789,ECK4646",G0-17035,,,,
fixX,b0044,45463,45750,putative ferredoxin FixX,ECK0045,"fixX,yaaT,b0044,ECK0045",EG11565,,,,
rnlA,b2630,2765918,2766991,"CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system",ECK2626,"rnlA,yfjN,std,b2630,ECK2626",G7365,,,,
rpoB,b3987,4181245,4185273,RNA polymerase subunit &beta;,ECK3978,"rpoB,sdgB,tabD,stv,stl,ftsR,groN,nitB,rif,ron,b3987,ECK3978",EG10894,,,,
ygiM,b3055,3201207,3201827,putative signal transduction protein (SH3 domain),ECK3045,"ygiM,ecfG,htrG,b3055,ECK3045",EG12434,,,,
rnpB,b3123,3270216,3270592,RNase P catalytic RNA component,ECK3111,"rnpB,b3123,ECK3111",EG30069,,,,
nrdH,b2673,2800723,2800968,glutaredoxin-like protein NrdH,ECK2667,"nrdH,ygaN,b2673,ECK2667",G7401,,,,
yidK,b3679,3858401,3860116,putative transporter YidK,ECK3670,"yidK,b3679,ECK3670",EG11706,,,,
yedF,b1930,2009479,2009712,putative sulfurtransferase YedF,ECK1929,"yedF,b1930,ECK1929",EG11661,,,,
ymiD,b4772,1344647,1344775,protein YmiD,ECK4629,"ymiD,b4772,ECK4629",G0-17018,,,,
caiB,b0038,37898,39115,&gamma;-butyrobetainyl-CoA:carnitine CoA transferase,ECK0039,"caiB,yaaN,b0038,ECK0039",EG11559,,,,
rnc,b2567,2703383,2704063,RNase III,ECK2565,"rnc,b2567,ECK2565",EG10857,,,,
yjhI,b4299,4525015,4525803,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI,ECK4288,"yjhI,b4299,ECK4288",G7912,,,,
yhhN,b3468,3605751,3606377,PF07947 family protein YhhN,ECK3452,"yhhN,b3468,ECK3452",EG12214,,,,
rnr,b4179,4406654,4409095,RNase R,ECK4175,"rnr,vacB,yjeC,b4179,ECK4175",EG11259,,,,
grxD,b1654,1733754,1734101,glutaredoxin 4,ECK1650,"grxD,ydhD,b1654,ECK1650",EG12181,,,,
marC,b1529,1618243,1618908,inner membrane protein MarC,ECK1522,"marC,ydeC,ydeB,b1529,ECK1522",EG11637,,,,
ypfG,b2466,2581734,2582777,DUF1176 domain-containing protein YpfG,ECK2461,"ypfG,b2466,ECK2461",G7295,,,,
yneP,b4747,1579545,1579667,protein YneP,ECK4604,"yneP,b4747,ECK4604",G0-16741,,,,
nagZ,b1107,1164095,1165120,&beta;-<i>N</i>-acetylglucosaminidase,ECK1093,"nagZ,ycfO,b1107,ECK1093",G6567,,,,
pnp,b3164,3309033,3311168,polynucleotide phosphorylase,ECK3152,"pnp,bfl,b3164,ECK3152",EG10743,,,pnp,b3164
yqhC,b3010,3154262,3155218,DNA-binding transcriptional activator YqhC,ECK3002,"yqhC,b3010,ECK3002",G7563,"dkgA,yqhD","b3012,b3011",,
wbbK,b2032,2103391,2104509,putative glycosyltransferase WbbK,ECK2026,"wbbK,yefI,b2032,ECK2026",EG11985,,,,
rnhB,b0183,204493,205089,RNase HII,ECK0182,"rnhB,b0183,ECK0182",EG10861,,,,
grxA,b0849,890496,890753,"oxidized glutaredoxin 1,reduced glutaredoxin 1",ECK0840,"grxA,grx,b0849,ECK0840",EG10417,,,,
yaaU,b0045,45807,47138,putative transporter YaaU,ECK0046,"yaaU,yabE,b0045,ECK0046",EG11566,,,,
ynjH,b1760,1841863,1842135,DUF1496 domain-containing protein YnjH,ECK1758,"ynjH,b1760,ECK1758",G6955,,,,
yahV,b4730,331802,331876,protein YahV,ECK4587,"yahV,b4730,ECK4587",G0-16725,,,,
murF,b0086,94650,96008,D-alanyl-D-alanine-adding enzyme,ECK0087,"murF,mra,b0086,ECK0087",EG10622,,,,
psuG,b2165,2257429,2258367,pseudouridine-5'-phosphate glycosidase,ECK2158,"psuG,yeiN,pscG,b2165,ECK2158",EG12033,,,,
ybeF,b0629,660425,661378,putative DNA-binding transcriptional regulator YbeF,ECK0622,"ybeF,b0629,ECK0622",EG11594,,,,
era,b2566,2702481,2703386,30S ribosomal subunit maturation GTPase Era,ECK2564,"era,rbaA,sdgE,b2566,ECK2564",EG10270,,,,
modF,b0760,792316,793788,ABC family protein ModF,ECK0749,"modF,chlD,phrA,b0760,ECK0749",EG11677,,,,
chiA,b3338,3467160,3469853,endochitinase,ECK3325,"chiA,yheB,b3338,ECK3325",EG11237,,,,
accB,b3255,3405436,3405906,biotin carboxyl carrier protein,ECK3242,"accB,fabE,b3255,ECK3242",EG10275,,,"accB,accC","b3255,b3256"
mdtG,b1053,1114264,1115490,efflux pump MdtG,ECK1038,"mdtG,yceE,b1053,ECK1038",EG11343,,,,
ymgG,b1172,1222644,1222988,PF13436 family protein YmgG,ECK1159,"ymgG,b1172,ECK1159",G6612,,,,
ythA,b4655,4506448,4506573,KpLE2 phage-like element; uncharacterized protein YthA,ECK4434,"ythA,b4655,ECK4434",G0-10616,,,,
murQ,b2428,2545773,2546669,<i>N</i>-acetylmuramic acid 6-phosphate etherase,ECK2423,"murQ,yfeU,b2428,ECK2423",G7263,,,,
nsrR,b4178,4406190,4406615,DNA-binding transcriptional regulator NsrR,ECK4174,"nsrR,yjeB,b4178,ECK4174",EG11212,"moeB,moeA","b0826,b0827","bamE,sodB,dkgB,ndh,pgpC,tadA,norR,yeaE,rffM,wzyE,wecF,wzxE,wecE,rffC,rffH,rffG,wecC,wecB,wzzE,rfe,tsgA,ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS,tcyJ,fliZ,fliA,lrp,bdcA,ydbD,dsdC,cdd,waaH,mhpT,aceF,aceE,feaR,hycI,hycH,hycG,hycF,hycE,hycD,hycC,hycB,hycA,fhlA,hypA,hypB,hypC,hypD,hypE,mepH,grxD,sufE,sufS,sufD,sufC,sufB,sufA,yeaR,yoaG,tehA,tehB,feaB,poxB,hcr,hcp,hmp,ygbA,nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG,ytfE,rybB","b2617,b1656,b0207,b1109,b2560,b2559,b2709,b1781,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3364,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1920,b1921,b1922,b0889,b4249,b1407,b2364,b2143,b3615,b0353,b0115,b0114,b1384,b2717,b2718,b2719,b2720,b2721,b2722,b2723,b2724,b2725,b2731,b2726,b2727,b2728,b2729,b2730,b1655,b1654,b1679,b1680,b1681,b1682,b1683,b1684,b1797,b1796,b1429,b1430,b1385,b0871,b0872,b0873,b2552,b2732,b4070,b4071,b4072,b4073,b4074,b4075,b4076,b4209,b4417"
diaA,b3149,3295809,3296399,DnaA initiator-associating protein DiaA,ECK3137,"diaA,yraO,b3149,ECK3137",EG12780,,,,
ydcA,b1419,1491677,1491850,protein YdcA,ECK1411,"ydcA,b1419,ECK1411",EG11219,,,,
fau,b2912,3056241,3056789,putative 5-formyltetrahydrofolate cyclo-ligase,ECK2907,"fau,ygfA,b2912,ECK2907",EG11158,,,,
bamE,b2617,2753605,2753946,outer membrane protein assembly factor BamE,ECK2613,"bamE,smpA,smqA,b2617,ECK2613",EG10952,,,,
yaaX,b0005,5234,5530,DUF2502 domain-containing protein YaaX,ECK0005,"yaaX,b0005,ECK0005",G6081,,,,
apaG,b0050,51229,51606,DUF525 domain-containing protein ApaG,ECK0051,"apaG,b0050,ECK0051",EG10047,,,,
nagK,b1119,1178593,1179504,<i>N</i>-acetyl-D-glucosamine kinase,ECK1105,"nagK,ycfX,b1119,ECK1105",G6576,,,,
nusB,b0416,435137,435556,transcription antitermination protein NusB,ECK0410,"nusB,groNB,ssaD,ssyB,b0416,ECK0410",EG10666,,,,
yfiF,b2581,2717491,2718528,putative methyltransferase YfiF,ECK2579,"yfiF,b2581,ECK2579",EG11786,,,,
yjfZ,b4204,4426628,4427422,DUF2686 domain-containing protein YjfZ,ECK4200,"yjfZ,b4204,ECK4200",G7862,,,,
arnA,b2255,2368039,2370021,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,ECK2248,"arnA,SAF,yfbG,pmrI,b2255,ECK2248",G7168,,,,
mdtB,b2075,2155263,2158385,multidrug efflux pump RND permease subunit MdtB,ECK2071,"mdtB,yegN,b2075,ECK2071",G7114,,,,
yehM,b2120,2205695,2207974,uncharacterized protein YehM,ECK2112,"yehM,yehO,yehN,b2120,ECK2112",EG11999,,,,
yhcD,b3216,3362807,3365188,putative fimbrial usher protein YhcD,ECK3206,"yhcD,b3216,ECK3206",G7670,,,,
ampG,b0433,452070,453545,muropeptide:H<sup>+</sup> symporter,ECK0427,"ampG,b0433,ECK0427",EG12183,,,,
ddpX,b1488,1562495,1563076,D-alanyl-D-alanine dipeptidase,ECK1482,"ddpX,vanX,yddT,b1488,ECK1482",G6782,,,,
srsR,b2921,3066277,3067173,putative DNA-binding transcriptional regulator YgfI,ECK2917,"srsR,ygfI,b2921,ECK2917",G7518,,,,
dicB,b1575,1649609,1649797,Qin prophage; cell division inhibition protein DicB,ECK1569,"dicB,ftsT,b1575,ECK1569",EG10227,,,,
yghF,b2970,3112054,3113049,putative type II secretion system C-type protein YghF,ECK2965,"yghF,ecfA,b2970,ECK2965",G7537,,,,
eutK,b2438,2555228,2555728,"putative structural protein, ethanolamine utilization microcompartment",ECK2433,"eutK,yffI,b2438,ECK2433",G7270,,,,
pmrD,b2259,2373272,2373538,signal transduction protein PmrD,ECK2253,"pmrD,b2259,ECK2253",G7172,,,,
ydiN,b1691,1772512,1773777,putative transporter YdiN,ECK1689,"ydiN,b1691,ECK1689",G6917,,,,
yafD,b0209,231122,231922,endonuclease/exonuclease/phosphatase domain-containing protein YafD,ECK0209,"yafD,b0209,ECK0209",EG11650,,,,
ygdQ,b2832,2970420,2971133,PF03741 family inner membrane protein YgdQ,ECK2828,"ygdQ,b2832,ECK2828",G7460,,,,
mpl,b4233,4455785,4457158,"UDP-<i>N</i>-acetylmuramate&mdash;L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminoheptanedioate ligase",ECK4228,"mpl,tpl,yjfG,b4233,ECK4228",EG12440,,,,
potI,b0857,897084,897929,putrescine ABC transporter membrane subunit PotI,ECK0848,"potI,b0857,ECK0848",EG11632,,,,
cusR,b0571,594760,595443,"DNA-binding transcriptional activator CusR-phosphorylated,DNA-binding transcriptional activator CusR",ECK0563,"cusR,ylcA,b0571,ECK0563",G6319,"cyoE,cyoD,cyoC,cyoB,cyoA,hiuH,cusA,cusB,cusF,cusC,cusS,cusR","b0428,b0429,b0430,b0431,b0432,b1970,b0575,b0574,b0573,b0572,b0570,b0571",,
zapE,b3232,3378870,3379997,cell division protein ZapE,ECK3221,"zapE,yhcM,b3232,ECK3221",G7680,,,,
yfgJ,b2510,2635599,2635814,zinc ribbon domain-containing protein YfgJ,ECK2506,"yfgJ,b2510,ECK2506",G7318,,,,
puuD,b1298,1361120,1361884,&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase,ECK1293,"puuD,ycjL,b1298,ECK1293",G6645,,,,
ampH,b0376,395130,396287,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,ECK0371,"ampH,yaiH,b0376,ECK0371",EG12867,,,,
ydfJ,b1543,1631002,1632285,putative transporter YdfJ,ECK1536,"ydfJ,ydfJ_2,b1543,ECK1536",G6817,,,,
yjfY,b4199,4424516,4424791,DUF1471 domain-containing protein YjfY,ECK4195,"yjfY,b4199,ECK4195",G7861,,,,
elaA,b2267,2381082,2381543,putative acetyltransferase ElaA,ECK2261,"elaA,yfbC,b2267,ECK2261",G7174,,,,
ampD,b0110,118733,119284,"1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase",ECK0109,"ampD,b0110,ECK0109",EG10041,,,,
potF,b0854,893784,894896,putrescine ABC transporter periplasmic binding protein,ECK0845,"potF,b0854,ECK0845",EG11629,,,,
yihL,b3872,4060447,4061157,putative DNA-binding transcriptional regulator YihL,ECK3865,"yihL,b3872,ECK3865",EG11838,,,,
nlpI,b3163,3308040,3308924,lipoprotein NlpI,ECK3151,"nlpI,yhbM,b3163,ECK3151",EG12371,,,,
yebV,b1836,1921780,1922016,DUF1480 domain-containing protein YebV,ECK1835,"yebV,b1836,ECK1835",G7009,,,,
feaB,b1385,1447519,1449018,phenylacetaldehyde dehydrogenase,ECK1382,"feaB,ydbG,padA,b1385,ECK1382",G7961,,,,
tehB,b1430,1501562,1502155,tellurite methyltransferase,ECK1423,"tehB,b1430,ECK1423",EG11884,,,,
cvrA,b1191,1240335,1242071,putative K<sup>+</sup>:H<sup>+</sup> antiporter,ECK1179,"cvrA,ycgO,b1191,ECK1179",G6620,,,,
yfcO,b2332,2449228,2450049,DUF2544 domain-containing protein YfcO,ECK2326,"yfcO,b2332,ECK2326",G7203,,,,
ydhX,b1671,1750345,1751013,putative 4Fe-4S ferredoxin-like protein YdhX,ECK1667,"ydhX,b1671,ECK1667",G6899,,,,
anmK,b1640,1718493,1719602,anhydro-<i>N</i>-acetylmuramic acid kinase,ECK1636,"anmK,ydhH,b1640,ECK1636",G6880,,,,
tauB,b0366,386207,386974,taurine ABC transporter ATP binding subunit,ECK0363,"tauB,yaiQ,ssiB,b0366,ECK0363",G6218,,,,
uvrY,b1914,1994703,1995359,"DNA-binding transcriptional activator UvrY-phosphorylated,DNA-binding transcriptional activator UvrY",ECK1913,"uvrY,yecB,b1914,ECK1913",EG11140,"luxS,csrC,csrB,uhpT,ydeP","b2687,b4457,b4408,b3666,b1501",,
yihA,b3865,4050133,4050765,GTP-binding protein YihA,ECK3857,"yihA,engB,b3865,ECK3857",EG11203,,,,
insQ,b1432,1503657,1504865,putative RNA-guided DNA endonuclease InsQ,ECK1426,"insQ,ydcM,tnpB,b1432,ECK1426",G6743,,,,
potD,b1123,1181783,1182829,spermidine preferential ABC transporter periplasmic binding protein,ECK1109,"potD,b1123,ECK1109",EG10752,,,,
arnB,b2253,2365910,2367067,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,ECK2246,"arnB,pmrH,yfbE,b2253,ECK2246",G7166,,,,
kdpA,b0698,727059,728732,K<sup>+</sup> transporting P-type ATPase subunit KdpA,ECK0686,"kdpA,kac,b0698,ECK0686",EG10513,,,,
ydiY,b1722,1805325,1806083,acid-inducible putative outer membrane protein YdiY,ECK1720,"ydiY,b1722,ECK1720",G6928,,,,
ycgJ,b1177,1226600,1226968,PF05666 family protein YcgJ,ECK1165,"ycgJ,b1177,ECK1165",G6614,,,,
aceB,b4014,4215478,4217079,malate synthase A,ECK4006,"aceB,mas,b4014,ECK4006",EG10023,,,,
eutT,b2459,2573502,2574305,putative ethanolamine utilization cobalamin adenosyltransferase,ECK2454,"eutT,ypfB,b2459,ECK2454",G7289,,,,
rseB,b2571,2707798,2708754,anti-sigma factor stabilizing protein RseB,ECK2569,"rseB,b2571,ECK2569",G7348,,,,
minE,b1174,1224279,1224545,Z-ring positioning protein MinE,ECK1162,"minE,minB,b1174,ECK1162",EG10598,,,,
ybjS,b0868,905740,906753,putative epimerase YbjS,ECK0859,"ybjS,b0868,ECK0859",G6453,,,,
eutC,b2440,2556410,2557297,ethanolamine ammonia-lyase subunit &beta;,ECK2435,"eutC,b2440,ECK2435",EG50007,,,,
yqiA,b3031,3175425,3176006,esterase YqiA,ECK3022,"yqiA,yzzI,b3031,ECK3022",G7578,,,,
exbB,b3006,3151250,3151984,Ton complex subunit ExbB,ECK2999,"exbB,b3006,ECK2999",EG10271,,,,
b2653,b2653,2785800,2785973,,,b2653,G7388,,,,
b0538,b0538,565972,566532,,,b0538,G6294,,,,
ycbJ,b0919,971752,972645,putative phosphotransferase YcbJ,ECK0910,"ycbJ,b0919,ECK0910",G6473,,,,
yahF,b0320,336778,338325,putative acyl-CoA synthetase YahF,ECK0318,"yahF,b0320,ECK0318",G6185,,,,
aceK,b4016,4218596,4220332,isocitrate dehydrogenase kinase/phosphatase,ECK4008,"aceK,b4016,ECK4008",EG10026,,,,
potA,b1126,1184458,1185594,spermidine preferential ABC transporter ATP binding subunit,ECK1112,"potA,b1126,ECK1112",EG10749,,,,
isrB,b4434,1987839,1987998,,ECK1902,"isrB,IS092,azuCR,b4434,ECK1902",G0-8904,,,,
pgrR,b1328,1391991,1392890,DNA-binding transcriptional repressor PgrR,ECK1325,"pgrR,ycjZ,b1328,ECK1325",G6664,,,"mppA,tyrR,ycjF,ycjX,ycjG,mpaA,ymjC,ymjD,ycjY","b1329,b1323,b1322,b1321,b1325,b1326,b4525,b4673,b1327"
mukF,b0922,974319,975641,chromosome partitioning protein MukF,ECK0913,"mukF,kicB,b0922,ECK0913",EG12165,,,,
ybhU,b4591,813114,813251,,ECK4401,"ybhU,b4591,ECK4401",G0-10587,,,,
ykgF,b0307,322338,323765,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,ECK0306,"ykgF,b0307,ECK0306",G6177,,,,
eutG,b2453,2568324,2569511,putative alcohol dehydrogenase EutG,ECK2448,"eutG,yffV,b2453,ECK2448",G7283,,,,
yahD,b0318,335280,335885,ankyrin repeat-containing protein YahD,ECK0316,"yahD,b0318,ECK0316",G6183,,,,
yedI,b1958,2028449,2029366,DUF808 domain-containing inner membrane protein YedI,ECK1956,"yedI,b1958,ECK1956",EG12709,,,,
b2191,b2191,2288905,2289027,,,"b2191,b2191",G7149,,,,
b0165,b0165,184987,185118,,,"b0165,b0165",G6091,,,,
yciN,b1273,1330417,1330668,protein YciN,ECK1267,"yciN,b1273,ECK1267",EG12868,,,,
yncL,b4598,1517099,1517194,uncharacterized protein YncL,ECK4408,"yncL,b4598,ECK4408",G0-8887,,,,
iclR,b4018,4222804,4223628,DNA-binding transcriptional repressor IclR,ECK4010,"iclR,b4018,ECK4010",EG10491,,,"iclR,aceB,aceA,aceK","b4018,b4014,b4015,b4016"
caiE,b0035,34781,35371,putative transferase CaiE,ECK0036,"caiE,b0035,ECK0036",EG12608,,,,
C0299,,1230629,1230707,,,C0299,G0-8898,,,,
cueR,b0487,513993,514400,DNA-binding transcriptional dual regulator CueR,ECK0481,"cueR,copR,ybbI,b0487,ECK0481",G6263,"copA,cueO","b0484,b0123","moaA,moaB,moaC,moaD,moaE","b0781,b0782,b0783,b0784,b0785"
ftsL,b0083,91032,91397,cell division protein FtsL,ECK0084,"ftsL,mraR,yabD,b0083,ECK0084",EG11086,,,,
fruL,b0079,87860,87946,,,"fruL,b0079",EG11273,,,,
ymjC,b4525,1390680,1390862,putative uncharacterized protein YmjC,ECK1323,"ymjC,b4525,ECK1323",G0-10446,,,,
eutL,b2439,2555741,2556400,"putative structural protein, ethanolamine utilization microcompartment",ECK2434,"eutL,yffJ,b2439,ECK2434",G7271,,,,
sodC,b1646,1724134,1724655,superoxide dismutase (Cu-Zn),ECK1642,"sodC,b1646,ECK1642",G6886,,,,
cycA,b4208,4429864,4431276,D-serine/alanine/glycine/:H<sup>+</sup>symporter,ECK4204,"cycA,ytfD,dagA,b4208,ECK4204",EG12504,,,,
b1437,b1437,1509250,1509447,,,b1437,G6748,,,,
b0017,b0017,15869,16177,,,"yi82_1,b0017",G6084,,,,
yijF,b3944,4137040,4137657,DUF1287 domain-containing protein YijF,ECK3936,"yijF,b3944,ECK3936",EG11903,,,,
yqhJ,b4786,3111266,3111325,protein YqhJ,ECK4643,"yqhJ,b4786,ECK4643",G0-17032,,,,
aceA,b4015,4217109,4218413,isocitrate lyase,ECK4007,"aceA,icl,b4015,ECK4007",EG10022,,,,
puuB,b1301,1364232,1365512,&gamma;-glutamylputrescine oxidase,ECK1296,"puuB,ycjA,ordL,b1301,ECK1296",EG11822,,,,
tpke11,,14080,14167,,,tpke11,G0-8893,,,,
yeiE,b2157,2248737,2249618,DNA-binding transcriptional dual regulator YeiE,ECK2150,"yeiE,b2157,ECK2150",EG12105,"gltF,yoaC,sodC,uspF","b3214,b1810,b1646,b1376","yibQ,mdtF,argO,cysJ,ftp,ydcT,putA,ssuA,pflB,infA,dcuC","b3614,b3514,b2923,b2764,b2214,b1441,b1014,b0936,b0903,b0884,b0621"
drpB,b1963,2033119,2033421,cell division protein DrpB,ECK1961,"drpB,yedR,b1963,ECK1961",G7051,,,,
yjgW,b4274,4499599,4499934,,ECK4265,"yjgW,b4274,ECK4265",G7896,,,,
yecD,b1867,1950832,1951398,isochorismatase family protein YecD,ECK1868,"yecD,b1867,ECK1868",EG12378,,,,
puuE,b1302,1365550,1366815,4-aminobutyrate aminotransferase PuuE,ECK1297,"puuE,goaG,b1302,ECK1297",G6646,,,,
ybiA,b0798,832468,832950,<i>N</i>-glycosidase YbiA,ECK0787,"ybiA,b0798,ECK0787",EG11579,,,,
yacH,b0117,129407,131260,DUF3300 domain-containing protein YacH,ECK0116,"yacH,b0117,ECK0116",EG12315,,,,
b1364,b1364,1425178,1425459,,,"b1364,b1364",G6687,,,,
sroG,,3184570,3184718,,,"sroG,HB_456/7",G0-9387,,,,
yigF,b3817,4002419,4002799,DUF2628 domain-containing protein YigF,ECK3811,"yigF,b3817,ECK3811",EG11464,,,,
ybiE,b4769,837503,837562,protein YbiE,ECK4626,"ybiE,b4769,ECK4626",G0-17015,,,,
gabD,b2661,2791273,2792721,succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>) GabD,ECK2655,"gabD,b2661,ECK2655",EG11329,,,,
potG,b0855,894991,896124,putrescine ABC transporter ATP binding subunit,ECK0846,"potG,b0855,ECK0846",EG11630,,,,
G0-10705,,4058171,4058242,,,,G0-10705,,,,
hns,b1237,1292509,1292922,DNA-binding transcriptional dual regulator H-NS,ECK1232,"hns,B1,H1,virR,topX,topS,pilG,osmZ,msyA,irk,hnsA,bglY,cur,drc,drdX,drs,fimG,b1237,ECK1232",EG10457,"cycA,malH,malG,malF,malE,srlA,srlE,srlB,srlD,gutM,srlR,gutQ,hisP,hisM,hisQ,hisJ,ybdZ,fes,entF,fepE,fliX,fliC,gabP,gabT,gabD,lhgD,glaH,cspD,flhC,flhD,tcyJ,fliZ,fliA,csiE,fimD,fimH,fimG,fimF,fimC,fimI,fimA,mukB,mukE,mukF,cmoM,hlyE,mazF,mazE,relA","b4208,b4807,b4032,b4033,b4034,b2702,b2703,b2704,b2705,b2706,b2707,b2708,b2306,b2307,b2308,b2309,b4511,b0585,b0586,b0587,b4827,b1923,b2663,b2662,b2661,b2660,b2659,b0880,b1891,b1892,b1920,b1921,b1922,b2535,b4317,b4320,b4319,b4318,b4316,b4315,b4314,b0924,b0923,b0922,b0921,b1182,b2782,b2783,b2784","pagP,gadC,cbpA,ascG,iraP,gadB,ascF,glvC,adiC,ddlA,pdeL,csgG,csgF,csgE,csgD,mdtU,mdtJ,mdtI,cspA,fau,ssrS,nrdG,nrdD,yfaE,nrdA,nrdB,caiE,caiD,caiC,caiB,caiA,caiT,lrp,adeD,evgS,evgA,hdfR,yhiM,adiY,ydeO,gadF,mdtF,mdtE,gadE,ydeP,cadC,rcsB,rcsD,dctR,slp,casA,casB,casC,casD,casE,cas1,cas2,ftnA,asr,acrE,acrF,dps,yjjP,bglJ,yjjQ,leuO,rnpB,garK,garR,garL,garP,cysM,cysA,cysW,cysU,cysP,hlyE,yciE,yciF,yciG,appY,rrfF,thrV,rrfD,rrlD,alaU,ileU,rrsD,rrfH,rrlH,alaV,ileV,rrsH,rrfG,rrlG,gltW,rrsG,rrfC,rrlC,gltU,rrsC,gadW,chiA,bglB,bglF,bglG,hdeD,cadA,cadB,nhaR,nhaA,hns,rcsA,osmC,adiA,gspB,gspA,gspO,gspM,gspL,gspK,gspJ,gspI,gspH,gspG,gspF,gspE,gspD,gspC,stpA,micF,caiF,fimE,fimB,rrfB,rrlB,gltT,rrsB,cydB,cydA,gadX,gadA,degP,bolA,proX,proW,proV,yhiD,hdeB,hdeA,lacA,lacY,lacZ,galM,galK,galT,galE,hchA,nirB,nirD,nirC,cysG,ilvI,ilvH","b0622,b1492,b1000,b2714,b0382,b1493,b2715,b3683,b4115,b0381,b0315,b1037,b1038,b1039,b1040,b4777,b1600,b1599,b3556,b2912,b2911,b4237,b4238,b2236,b2234,b2235,b0035,b0036,b0037,b0038,b0039,b0040,b0889,b3665,b2370,b2369,b4480,b3491,b4116,b1499,b4718,b3514,b3513,b3512,b1501,b4133,b2217,b2216,b3507,b3506,b2760,b2759,b2758,b2757,b2756,b2755,b2754,b1905,b1597,b3265,b3266,b0812,b4364,b4366,b4365,b0076,b3123,b3124,b3125,b3126,b3127,b2421,b2422,b2423,b2424,b2425,b1182,b1257,b1258,b1259,b0564,b3272,b3273,b3274,b3275,b3276,b3277,b3278,b0205,b0204,b0203,b0202,b0201,b2588,b2589,b2590,b2591,b3759,b3758,b3757,b3756,b3515,b3338,b3721,b3722,b3723,b3511,b4131,b4132,b0020,b0019,b1237,b1951,b1482,b4117,b3322,b3323,b3335,b3334,b3333,b3332,b3331,b3330,b3329,b3328,b3327,b3326,b3325,b3324,b2669,b4439,b0034,b4313,b4312,b3971,b3970,b3969,b3968,b0734,b0733,b3516,b3517,b0161,b0435,b2679,b2678,b2677,b3508,b3509,b3510,b0342,b0343,b0344,b0756,b0757,b0758,b0759,b1967,b3365,b3366,b3367,b3368,b0077,b0078"
sulA,b0958,1020410,1020919,cell division inhibitor SulA,ECK0949,"sulA,sfiA,suf,b0958,ECK0949",EG10984,,,,
b3975,b3975,4175213,4175368,,,b3975,G7818,,,,
yajG,b0434,453589,454167,putative lipoprotein YajG,ECK0428,"yajG,b0434,ECK0428",EG12182,,,,
tauC,b0367,386971,387798,taurine ABC transporter membrane subunit,ECK0364,"tauC,yaiJ,ssiC,b0367,ECK0364",G6219,,,,
bcp,b2480,2600478,2600948,thiol peroxidase,ECK2476,"bcp,b2480,ECK2476",EG10108,,,,
feoB,b3409,3540407,3542728,Fe<sup>2+</sup> transporter FeoB,ECK3396,"feoB,b3409,ECK3396",EG12102,,,,
ycdF,b1005,1067918,1068148,,,"ycdF,b1005",G6516,,,,
C0664,,2835055,2835167,,,C0664,G0-8911,,,,
yheU,b3354,3484218,3484436,PF06794 family protein YheU,ECK3342,"yheU,b3354,ECK3342",G7719,,,,
