Regulator	Regulated	Effect	Evidence	Strength
FNR	ccmH	+	[GEA, HIBSCS, SM]	Weak
FNR	ccp	+	[AIBSCS, BPP]	Weak
FNR	cheB	+	[AIBSCS, GEA]	Weak
FNR	cheR	+	[AIBSCS, GEA]	Weak
FNR	cheY	+	[AIBSCS, GEA]	Weak
FNR	cheZ	+	[AIBSCS, GEA]	Weak
FNR	citC	-	[AIBSCS]	Weak
FNR	citD	-	[AIBSCS]	Weak
FNR	citE	-	[AIBSCS]	Weak
FNR	citF	-	[AIBSCS]	Weak
FNR	citG	-	[AIBSCS]	Weak
FNR	citX	-	[AIBSCS]	Weak
FNR	cydA	+	[AIBSCS, BPP, GEA]	Weak
FNR	cydA	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
FNR	cydB	+	[AIBSCS, BPP, GEA]	Weak
FNR	cydB	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
FNR	cydC	+	[GEA, HIBSCS]	Weak
FNR	cydD	+	[GEA, HIBSCS]	Weak
FNR	cyoA	-	[AIBSCS, GEA]	Weak
FNR	cyoB	-	[AIBSCS, GEA]	Weak
FNR	cyoC	-	[AIBSCS, GEA]	Weak
FNR	cyoD	-	[AIBSCS, GEA]	Weak
FNR	cyoE	-	[AIBSCS, GEA]	Weak
FNR	cysG	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	dcuA	+	[GEA, HIBSCS]	Weak
FNR	dcuB	+	[GEA, HIBSCS]	Weak
FNR	dcuC	+	[GEA, HIBSCS]	Weak
FNR	dcuR	+	[AIBSCS, GEA]	Weak
FNR	dcuS	+	[AIBSCS, GEA]	Weak
FNR	dmsA	+	[BCE, BPP, GEA, SM]	Weak
FNR	dmsB	+	[BCE, BPP, GEA, SM]	Weak
FNR	dmsC	+	[BCE, BPP, GEA, SM]	Weak
FNR	dmsD	+	[AIBSCS, BPP, GEA, SM]	Weak
FNR	dpiA	-	[AIBSCS]	Weak
FNR	dpiB	-	[AIBSCS]	Weak
FNR	dppA	-	[AIBSCS, GEA]	Weak
FNR	dppB	-	[AIBSCS, GEA]	Weak
FNR	dppC	-	[AIBSCS, GEA]	Weak
FNR	dppD	-	[AIBSCS, GEA]	Weak
FNR	dppF	-	[AIBSCS, GEA]	Weak
FNR	emrK	+	[AIBSCS, GEA]	Weak
FNR	emrY	+	[AIBSCS, GEA]	Weak
FNR	entF	+	[AIBSCS, GEA]	Weak
FNR	fdhF	+	[GEA]	Weak
FNR	fdnG	+	[GEA, HIBSCS, SM]	Weak
FNR	fdnG	+-	[GEA, HIBSCS, SM]	Weak
FNR	fdnH	+	[GEA, HIBSCS, SM]	Weak
FNR	fdnH	+-	[GEA, HIBSCS, SM]	Weak
FNR	fdnI	+	[GEA, HIBSCS, SM]	Weak
FNR	fdnI	+-	[GEA, HIBSCS, SM]	Weak
FNR	feoA	+	[GEA, HIBSCS]	Weak
FNR	feoB	+	[GEA, HIBSCS]	Weak
FNR	feoC	+	[GEA, HIBSCS]	Weak
FNR	fepE	+	[AIBSCS, GEA]	Weak
FNR	fes	+	[AIBSCS, GEA]	Weak
FNR	fhlA	+	[BCE, BPP, GEA]	Weak
FNR	fixA	+	[AIBSCS, GEA]	Weak
FNR	fixB	+	[AIBSCS, GEA]	Weak
FNR	fixC	+	[AIBSCS, GEA]	Weak
FNR	fixX	+	[AIBSCS, GEA]	Weak
FNR	fnr	-	[BCE, BPP, GEA, HIBSCS]	Weak
FNR	fnrS	+	[BPP, GEA, HIBSCS]	Strong
FNR	focA	+	[BCE, GEA, HIBSCS, SM]	Weak
FNR	focB	-	[GEA, HIBSCS]	Weak
FNR	frdA	+	[BCE, GEA]	Weak
FNR	frdB	+	[BCE, GEA]	Weak
FNR	frdC	+	[BCE, GEA]	Weak
FNR	frdD	+	[BCE, GEA]	Weak
FNR	fumA	-	[GEA]	Weak
FNR	fumB	+	[BCE, GEA, HIBSCS]	Weak
FNR	fumC	-	[GEA]	Weak
FNR	gadA	-	[AIBSCS, GEA]	Weak
FNR	gadW	-	[AIBSCS, GEA]	Weak
FNR	gadX	-	[AIBSCS, GEA]	Weak
FNR	garK	+	[AIBSCS, GEA]	Weak
FNR	garL	+	[AIBSCS, GEA]	Weak
FNR	garP	+	[AIBSCS, GEA]	Weak
FNR	garR	+	[AIBSCS, GEA]	Weak
FNR	gcvH	+	[AIBSCS, GEA]	Weak
FNR	gcvP	+	[AIBSCS, GEA]	Weak
FNR	gcvT	+	[AIBSCS, GEA]	Weak
FNR	gdhA	+	[GEA]	Weak
FNR	glnD	+-	[GEA]	Weak
FNR	glnK	+-	[GEA]	Weak
FNR	glpA	+	[AIBSCS, GEA, HIBSCS]	Weak
FNR	glpB	+	[AIBSCS, GEA, HIBSCS]	Weak
FNR	glpC	+	[AIBSCS, GEA, HIBSCS]	Weak
FNR	glpQ	+	[AIBSCS, GEA, HIBSCS]	Weak
FNR	glpT	+	[AIBSCS, GEA, HIBSCS]	Weak
FNR	gltB	-	[AIBSCS, GEA]	Weak
FNR	gltD	-	[AIBSCS, GEA]	Weak
FNR	gltF	-	[AIBSCS, GEA]	Weak
FNR	gnd	-	[GEA]	Weak
FNR	grcA	+-	[BPP, GEA, SM]	Strong
FNR	grcA	-	[BPP, GEA, SM]	Strong
FNR	hcp	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	hcr	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	hemA	-	[BPP, GEA]	Strong
FNR	hlyE	+	[BPP, GEA]	Strong
FNR	hmp	-	[BPP, GEA, HIBSCS, SM]	Strong
FNR	hyfA	-	[GEA, HIBSCS]	Weak
FNR	hyfB	-	[GEA, HIBSCS]	Weak
FNR	hyfC	-	[GEA, HIBSCS]	Weak
FNR	hyfD	-	[GEA, HIBSCS]	Weak
FNR	hyfE	-	[GEA, HIBSCS]	Weak
FNR	hyfF	-	[GEA, HIBSCS]	Weak
FNR	hyfG	-	[GEA, HIBSCS]	Weak
FNR	hyfH	-	[GEA, HIBSCS]	Weak
FNR	hyfI	-	[GEA, HIBSCS]	Weak
FNR	hyfJ	-	[GEA, HIBSCS]	Weak
FNR	hyfR	-	[GEA, HIBSCS]	Weak
FNR	hypB	+	[BCE, BPP, GEA]	Weak
FNR	hypC	+	[BCE, BPP, GEA]	Weak
FNR	hypD	+	[BCE, BPP, GEA]	Weak
FNR	hypE	+	[BCE, BPP, GEA]	Weak
FNR	idlP	+	[AIBSCS, GEA]	Weak
FNR	iraD	+	[AIBSCS, GEA]	Weak
FNR	iraM	+	[AIBSCS]	Weak
FNR	katG	+	[AIBSCS, GEA]	Weak
FNR	lpd	+-	[AIBSCS, BCE, GEA]	Weak
FNR	malP	+	[AIBSCS, GEA]	Weak
FNR	malQ	+	[AIBSCS, GEA]	Weak
FNR	moaA	+	[GEA, HIBSCS]	Weak
FNR	moaB	+	[GEA, HIBSCS]	Weak
FNR	moaC	+	[GEA, HIBSCS]	Weak
FNR	moaD	+	[GEA, HIBSCS]	Weak
FNR	moaE	+	[GEA, HIBSCS]	Weak
FNR	moeA	-	[BPP, GEA]	Strong
FNR	moeB	-	[BPP, GEA]	Strong
FNR	nac	-	[GEA]	Weak
FNR	napA	+	[GEA, HIBSCS, SM]	Weak
FNR	napB	+	[GEA, HIBSCS, SM]	Weak
FNR	napC	+	[GEA, HIBSCS, SM]	Weak
FNR	napD	+	[GEA, HIBSCS, SM]	Weak
FNR	napF	+	[GEA, HIBSCS, SM]	Weak
FNR	napG	+	[GEA, HIBSCS, SM]	Weak
FNR	napH	+	[GEA, HIBSCS, SM]	Weak
FNR	narG	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	narH	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	narI	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	narJ	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	narK	+	[BCE, BPP, GEA, SM]	Weak
FNR	narL	-	[BCE, BPP, HIBSCS]	Weak
FNR	narX	-	[BCE, BPP, HIBSCS]	Weak
FNR	ndh	-	[BCE, GEA, SM]	Weak
FNR	nfeR	+	[AIBSCS, GEA]	Weak
FNR	nikA	+	[GEA, HIBSCS, SM]	Weak
FNR	nikB	+	[GEA, HIBSCS, SM]	Weak
FNR	nikC	+	[GEA, HIBSCS, SM]	Weak
FNR	nikD	+	[GEA, HIBSCS, SM]	Weak
FNR	nikE	+	[GEA, HIBSCS, SM]	Weak
FNR	nikR	+	[GEA, HIBSCS, SM]	Weak
FNR	nirB	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	nirC	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	nirD	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	norV	-	[GEA, HIBSCS]	Weak
FNR	norW	-	[GEA, HIBSCS]	Weak
FNR	nrdD	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	nrdG	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	nrfA	+	[BCE, BPP, GEA]	Weak
FNR	nrfB	+	[BCE, BPP, GEA]	Weak
FNR	nrfC	+	[BCE, BPP, GEA]	Weak
FNR	nrfD	+	[BCE, BPP, GEA]	Weak
FNR	nrfE	+	[BCE, BPP, GEA]	Weak
FNR	nrfF	+	[BCE, BPP, GEA]	Weak
FNR	nrfG	+	[BCE, BPP, GEA]	Weak
FNR	nuoA	-	[BCE, GEA, SM]	Weak
FNR	nuoB	-	[BCE, GEA, SM]	Weak
FNR	nuoC	-	[BCE, GEA, SM]	Weak
FNR	nuoE	-	[BCE, GEA, SM]	Weak
FNR	nuoF	-	[BCE, GEA, SM]	Weak
FNR	nuoG	-	[BCE, GEA, SM]	Weak
FNR	nuoH	-	[BCE, GEA, SM]	Weak
FNR	nuoI	-	[BCE, GEA, SM]	Weak
FNR	nuoJ	-	[BCE, GEA, SM]	Weak
FNR	nuoK	-	[BCE, GEA, SM]	Weak
FNR	nuoL	-	[BCE, GEA, SM]	Weak
FNR	nuoM	-	[BCE, GEA, SM]	Weak
FNR	nuoN	-	[BCE, GEA, SM]	Weak
FNR	ompW	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak
FNR	ompW	-	[AIBSCS, BPP, GEA]	Weak
FNR	ompX	-	[AIBSCS, GEA]	Weak
FNR	pdeF	+	[BPP, GEA, HIBSCS]	Strong
FNR	pdhR	+-	[AIBSCS, BCE, GEA]	Weak
FNR	pepT	+	[AIBSCS, GEA]	Weak
FNR	pflB	+	[BCE, GEA, HIBSCS, SM]	Weak
FNR	pheM	-	[GEA]	Weak
FNR	phoU	+	[AIBSCS, GEA]	Weak
FNR	pitA	+	[AIBSCS, GEA]	Weak
FNR	poxB	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	prfA	-	[BPP, GEA]	Strong
FNR	prmC	-	[BPP, GEA]	Strong
FNR	pstA	+	[AIBSCS, GEA]	Weak
FNR	pstB	+	[AIBSCS, GEA]	Weak
FNR	pstC	+	[AIBSCS, GEA]	Weak
FNR	pstS	+	[AIBSCS, GEA]	Weak
FNR	purM	-	[AIBSCS, GEA, HIBSCS, SM]	Weak
FNR	purN	-	[AIBSCS, GEA, HIBSCS, SM]	Weak
FNR	puuA	-	[AIBSCS, GEA]	Weak
FNR	puuP	-	[AIBSCS, GEA]	Weak
FNR	ravA	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	rimM	-	[GEA]	Weak
FNR	rnpB	+	[AIBSCS, GEA]	Weak
FNR	rplB	+	[GEA]	Weak
FNR	rplC	+	[GEA]	Weak
FNR	rplD	+	[GEA]	Weak
FNR	rplM	-	[AIBSCS, GEA]	Weak
FNR	rplP	+	[GEA]	Weak
FNR	rplS	-	[GEA]	Weak
FNR	rplT	-	[GEA]	Weak
FNR	rplV	+	[GEA]	Weak
FNR	rplW	+	[GEA]	Weak
FNR	rpmC	+	[GEA]	Weak
FNR	rpsC	+	[GEA]	Weak
FNR	rpsI	-	[AIBSCS, GEA]	Weak
FNR	rpsJ	+	[GEA]	Weak
FNR	rpsP	-	[GEA]	Weak
FNR	rpsQ	+	[GEA]	Weak
FNR	rpsS	+	[GEA]	Weak
FNR	sdhA	-	[GEA]	Weak
FNR	sdhB	-	[GEA]	Weak
FNR	sdhC	-	[GEA]	Weak
FNR	sdhD	-	[GEA]	Weak
FNR	sdhX	-	[GEA]	Weak
FNR	sodA	-	[BCE, GEA]	Weak
FNR	soxR	-	[GEA]	Weak
FNR	soxS	-	[GEA]	Weak
FNR	ssuA	+	[AIBSCS, GEA]	Weak
FNR	ssuB	+	[AIBSCS, GEA]	Weak
FNR	ssuC	+	[AIBSCS, GEA]	Weak
FNR	ssuD	+	[AIBSCS, GEA]	Weak
FNR	ssuE	+	[AIBSCS, GEA]	Weak
FNR	sucA	-	[AIBSCS, GEA]	Weak
FNR	sucB	-	[AIBSCS, GEA]	Weak
FNR	sucC	-	[AIBSCS, GEA]	Weak
FNR	sucD	-	[AIBSCS, GEA]	Weak
FNR	tap	+	[AIBSCS, GEA]	Weak
FNR	tar	+	[AIBSCS, GEA]	Weak
FNR	tdcA	+	[AIBSCS, GEA]	Weak
FNR	tdcB	+	[AIBSCS, GEA]	Weak
FNR	tdcC	+	[AIBSCS, GEA]	Weak
FNR	tdcD	+	[AIBSCS, GEA]	Weak
FNR	tdcE	+	[AIBSCS, GEA]	Weak
FNR	tdcF	+	[AIBSCS, GEA]	Weak
FNR	tdcG	+	[AIBSCS, GEA]	Weak
FNR	tpx	-	[GEA, HIBSCS]	Weak
FNR	trmD	-	[GEA]	Weak
FNR	ubiA	-	[GEA, HIBSCS]	Weak
FNR	ubiC	-	[GEA, HIBSCS]	Weak
FNR	upp	+	[AIBSCS, GEA]	Weak
FNR	uraA	+	[AIBSCS, GEA]	Weak
FNR	uxaA	+	[AIBSCS, GEA]	Weak
FNR	uxaC	+	[AIBSCS, GEA]	Weak
FNR	viaA	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	xdhA	+	[GEA, HIBSCS]	Weak
FNR	xdhB	+	[GEA, HIBSCS]	Weak
FNR	xdhC	+	[GEA, HIBSCS]	Weak
FNR	ybdN	+	[AIBSCS]	Weak
FNR	ybdZ	+	[AIBSCS, GEA]	Weak
FNR	ychO	-	[AIBSCS, GEA]	Weak
FNR	ydeJ	+	[AIBSCS]	Weak
FNR	ydhT	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	ydhU	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	ydhV	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	ydhW	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	ydhX	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	ydhY	+	[BPP, GEA, HIBSCS, SM]	Strong
FNR	yecR	+	[AIBSCS, GEA]	Weak
FNR	yeiL	-	[GEA, HIBSCS]	Weak
FNR	ygbA	-	[AIBSCS, GEA]	Weak
FNR	ymjE	-	[AIBSCS, GEA]	Weak
FNR	ynfE	+	[AIBSCS, BPP, GEA, SM]	Weak
FNR	ynfF	+	[AIBSCS, BPP, GEA, SM]	Weak
FNR	ynfG	+	[AIBSCS, BPP, GEA, SM]	Weak
FNR	ynfH	+	[AIBSCS, BPP, GEA, SM]	Weak
FNR	ysgA	-	[AIBSCS, GEA]	Weak
FNR	ytfE	-	[GEA]	Weak
FNR	zwf	-	[GEA]	Weak
FabR	fabA	-	[AIBSCS, BCE, BPP, GEA, HIBSCS]	Weak
FabR	fabB	-	[BCE, BPP, GEA, HIBSCS]	Weak
FadR	accA	+	[AIBSCS, BPP, GEA]	Weak
FadR	accB	+	[AIBSCS, BPP, GEA]	Weak
FadR	accC	+	[AIBSCS, BPP, GEA]	Weak
FadR	accD	+	[AIBSCS, BPP, GEA]	Weak
FadR	fabA	+	[BCE, GEA, HIBSCS]	Weak
FadR	fabB	+	[BPP, GEA, HIBSCS]	Strong
FadR	fabD	+	[BPP, GEA, HIBSCS, SM]	Strong
FadR	fabG	+	[BPP, GEA, HIBSCS, SM]	Strong
FadR	fabH	+	[BPP, GEA, HIBSCS, SM]	Strong
FadR	fabI	+	[AIBSCS, BPP, GEA]	Weak
FadR	fadA	-	[BCE, HIBSCS]	Weak
FadR	fadB	-	[BCE, HIBSCS]	Weak
FadR	fadD	-	[BPP]	Strong
FadR	fadE	-	[BPP, GEA, HIBSCS]	Strong
FadR	fadH	-	[BPP, GEA, HIBSCS]	Strong
FadR	fadI	-	[BPP, GEA, HIBSCS]	Strong
FadR	fadJ	-	[BPP, GEA, HIBSCS]	Strong
FadR	fadL	-	[BCE, BPP, GEA, HIBSCS]	Weak
FadR	fadM	-	[HIBSCS]	Weak
FadR	fadR	+	[AIBSCS]	Weak
FadR	iclR	+	[BPP, GEA, SM]	Strong
FadR	sroD	-	[BPP]	Strong
FadR	uspA	-	[BCE, BPP, GEA, HIBSCS]	Weak
FeaR	feaB	+	[BPP, GEA, HIBSCS, SM]	Strong
FeaR	tynA	+	[BPP, GEA, HIBSCS, SM]	Strong
FhlA	fdhF	+	[BPP, GEA, HIBSCS]	Strong
FhlA	fhlA	+	[BPP, GEA, HIBSCS]	Strong
FhlA	focB	+	[GEA]	Weak
FhlA	hycA	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycB	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycC	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycD	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycE	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycF	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycG	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycH	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hycI	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hydN	+	[BPP, GEA]	Strong
FhlA	hyfA	+	[GEA]	Weak
FhlA	hyfB	+	[GEA]	Weak
FhlA	hyfC	+	[GEA]	Weak
FhlA	hyfD	+	[GEA]	Weak
FhlA	hyfE	+	[GEA]	Weak
FhlA	hyfF	+	[GEA]	Weak
FhlA	hyfG	+	[GEA]	Weak
FhlA	hyfH	+	[GEA]	Weak
FhlA	hyfI	+	[GEA]	Weak
FhlA	hyfJ	+	[GEA]	Weak
FhlA	hyfR	+	[GEA]	Weak
FhlA	hypA	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hypB	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hypC	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hypD	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hypE	+	[BPP, GEA, HIBSCS]	Strong
FhlA	hypF	+	[BPP, GEA]	Strong
Fis	acnB	-	[GEA, HIBSCS]	Weak
Fis	acs	-	[AIBSCS, BPP, GEA, SM]	Weak
Fis	actP	-	[AIBSCS, BPP, GEA, SM]	Weak
Fis	adhE	+	[BPP, GEA, HIBSCS]	Strong
Fis	alaT	+	[BPP, GEA]	Strong
Fis	alaU	+	[BPP, GEA]	Strong
Fis	alaV	+	[BPP, GEA]	Strong
Fis	alaW	+	[BCE]	Weak
Fis	alaX	+	[BCE]	Weak
Fis	aldB	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
Fis	ansB	-	[AIBSCS, GEA]	Weak
Fis	apaG	+	[GEA]	Weak
Fis	apaH	+	[GEA]	Weak
Fis	argU	+	[IHBCE]	Weak
Fis	argW	+	[BCE]	Weak
Fis	argX	+	[BCE]	Weak
Fis	aspV	+	[BCE]	Weak
Fis	bglB	-	[BPP]	Strong
Fis	bglF	-	[BPP]	Strong
Fis	bglG	-	[BPP]	Strong
Fis	carA	+	[AIBSCS, GEA]	Weak
Fis	carB	+	[AIBSCS, GEA]	Weak
Fis	cbpA	-	[BPP, GEA, HIBSCS, SM]	Strong
Fis	cbpM	-	[BPP, GEA, HIBSCS, SM]	Strong
Fis	crp	-	[BPP, GEA, HIBSCS]	Strong
Fis	cspA	+	[AIBSCS, BPP, GEA]	Weak
Fis	cspI	-	[AIBSCS, GEA]	Weak
Fis	cyoA	+	[GEA]	Weak
Fis	cyoB	+	[GEA]	Weak
Fis	cyoC	+	[GEA]	Weak
Fis	cyoD	+	[GEA]	Weak
Fis	cyoE	+	[GEA]	Weak
Fis	cysG	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
Fis	deoA	+	[AIBSCS, GEA]	Weak
Fis	deoB	+	[AIBSCS, GEA]	Weak
Fis	deoC	+	[AIBSCS, GEA]	Weak
Fis	deoD	+	[AIBSCS, GEA]	Weak
Fis	dmsA	-	[AIBSCS, GEA]	Weak
Fis	dmsB	-	[AIBSCS, GEA]	Weak
Fis	dmsC	-	[AIBSCS, GEA]	Weak
Fis	dps	-	[BPP, GEA, HIBSCS]	Strong
Fis	dusB	-	[BPP, GEA, HIBSCS, SM]	Strong
Fis	fadA	+	[AIBSCS, GEA]	Weak
Fis	fadB	+	[AIBSCS, GEA]	Weak
Fis	fau	+	[BPP, GEA]	Strong
Fis	fau	-	[BPP, GEA]	Strong
Fis	fis	-	[BPP, GEA, HIBSCS, SM]	Strong
Fis	flxA	+	[AIBSCS, GEA]	Weak
Fis	fumB	-	[GEA]	Weak
Fis	gadA	-	[AIBSCS, GEA]	Weak
Fis	gadB	-	[AIBSCS, GEA]	Weak
Fis	gadC	-	[AIBSCS, GEA]	Weak
Fis	gadX	-	[AIBSCS, GEA]	Weak
Fis	glcC	-	[AIBSCS, GEA]	Weak
Fis	glnA	+	[AIBSCS, BPP, GEA]	Weak
Fis	glnG	+	[AIBSCS, BPP, GEA]	Weak
Fis	glnL	+	[AIBSCS, BPP, GEA]	Weak
Fis	glnQ	-	[GEA]	Weak
Fis	glnU	+	[IHBCE]	Weak
Fis	glnV	+	[IHBCE]	Weak
Fis	glnW	+	[IHBCE]	Weak
Fis	glnX	+	[IHBCE]	Weak
Fis	glpA	+	[AIBSCS, GEA]	Weak
Fis	glpB	+	[AIBSCS, GEA]	Weak
Fis	glpC	+	[AIBSCS, GEA]	Weak
Fis	glpQ	+	[AIBSCS, GEA]	Weak
Fis	glpT	+	[AIBSCS, GEA]	Weak
Fis	gltT	+	[BPP, GEA]	Strong
Fis	gltU	+	[BPP, GEA]	Strong
Fis	gltV	+	[BPP, GEA]	Strong
Fis	gltW	+	[BPP, GEA]	Strong
Fis	gltX	-	[AIBSCS, BCE, BPP, HIBSCS, SM]	Weak
Fis	glyT	+	[BPP, GEA, HIBSCS, IHBCE]	Strong
Fis	glyU	+	[BCE]	Weak
Fis	grcA	+	[AIBSCS, GEA]	Weak
Fis	guaA	-	[AIBSCS, BPP, SM]	Weak
Fis	guaB	-	[AIBSCS, BPP, SM]	Weak
Fis	gyrA	-	[BPP, GEA, HIBSCS]	Strong
Fis	gyrB	-	[BPP, GEA, HIBSCS]	Strong
Fis	hisR	+	[BCE]	Weak
Fis	hlyE	-	[AIBSCS, GEA]	Weak
Fis	hns	+	[BPP]	Strong
Fis	hupA	+	[BPP, GEA]	Strong
Fis	hupB	-	[BPP, GEA]	Strong
Fis	hyaA	-	[AIBSCS, GEA]	Weak
Fis	hyaB	-	[AIBSCS, GEA]	Weak
Fis	hyaC	-	[AIBSCS, GEA]	Weak
Fis	hyaD	-	[AIBSCS, GEA]	Weak
Fis	hyaE	-	[AIBSCS, GEA]	Weak
Fis	hyaF	-	[AIBSCS, GEA]	Weak
Fis	ileT	+	[BPP, GEA]	Strong
Fis	ileU	+	[BPP, GEA]	Strong
Fis	ileV	+	[BPP, GEA]	Strong
Fis	infB	+	[BCE, IHBCE]	Weak
Fis	katE	-	[AIBSCS, GEA]	Weak
Fis	leuP	+	[BCE, GEA, HIBSCS, IHBCE]	Weak
Fis	leuQ	+	[BCE, GEA, HIBSCS, IHBCE]	Weak
Fis	leuT	+	[BCE]	Weak
Fis	leuV	+	[BCE, GEA, HIBSCS, IHBCE]	Weak
Fis	leuW	+	[IHBCE]	Weak
Fis	leuX	+	[BCE]	Weak
Fis	lpd	+	[BCE, BPP]	Weak
Fis	lysT	+	[IHBCE]	Weak
Fis	lysV	+	[AIBSCS, BCE, BPP, HIBSCS, SM]	Weak
Fis	lysW	+	[IHBCE]	Weak
Fis	malE	+	[AIBSCS, GEA]	Weak
Fis	malF	+	[AIBSCS, GEA]	Weak
Fis	malG	+	[AIBSCS, GEA]	Weak
Fis	marA	+	[BPP, GEA, SM]	Strong
Fis	marB	+	[BPP, GEA, SM]	Strong
Fis	marR	+	[BPP, GEA, SM]	Strong
Fis	mazE	+	[BPP, GEA, SM]	Strong
Fis	mazF	+	[BPP, GEA, SM]	Strong
Fis	mazG	+	[BPP, GEA, SM]	Strong
Fis	metT	+	[IHBCE]	Weak
Fis	metU	+	[IHBCE]	Weak
Fis	metY	+	[BCE, IHBCE]	Weak
Fis	mglA	-	[GEA]	Weak
Fis	mglC	-	[GEA]	Weak
Fis	msrA	-	[AIBSCS, GEA]	Weak
Fis	mtlA	-	[AIBSCS, GEA]	Weak
Fis	mtlD	-	[AIBSCS, GEA]	Weak
Fis	mtlR	-	[AIBSCS, GEA]	Weak
Fis	nanA	-	[AIBSCS, GEA]	Weak
Fis	nanE	-	[AIBSCS, GEA]	Weak
Fis	nanK	-	[AIBSCS, GEA]	Weak
Fis	nanT	-	[AIBSCS, GEA]	Weak
Fis	narG	-	[AIBSCS, GEA]	Weak
Fis	narH	-	[AIBSCS, GEA]	Weak
Fis	narI	-	[AIBSCS, GEA]	Weak
Fis	narJ	-	[AIBSCS, GEA]	Weak
Fis	narK	-	[AIBSCS, GEA]	Weak
Fis	ndh	+	[BPP, HIBSCS, SM]	Strong
Fis	ndh	-	[BPP, HIBSCS, SM]	Strong
Fis	nirB	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
Fis	nirC	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
Fis	nirD	-	[AIBSCS, BPP, GEA, HIBSCS]	Weak
Fis	nrdA	+	[BPP, GEA, HIBSCS, SM]	Strong
Fis	nrdB	+	[BPP, GEA, HIBSCS, SM]	Strong
Fis	nrfA	-	[BPP, GEA]	Strong
Fis	nrfB	-	[BPP, GEA]	Strong
Fis	nrfC	-	[BPP, GEA]	Strong
Fis	nrfD	-	[BPP, GEA]	Strong
Fis	nrfE	-	[BPP, GEA]	Strong
Fis	nrfF	-	[BPP, GEA]	Strong
Fis	nrfG	-	[BPP, GEA]	Strong
Fis	nuoA	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoB	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoC	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoE	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoF	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoG	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoH	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoI	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoJ	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoK	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoL	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoM	+	[BPP, GEA, HIBSCS]	Strong
Fis	nuoN	+	[BPP, GEA, HIBSCS]	Strong
Fis	nusA	+	[BCE, IHBCE]	Weak
Fis	ogt	-	[BPP]	Strong
Fis	osmE	-	[BPP]	Strong
Fis	osmY	-	[AIBSCS, GEA]	Weak
Fis	patA	?	[AIBSCS]	Weak
Fis	pdxA	+	[GEA]	Weak
Fis	pflB	-	[AIBSCS, GEA]	Weak
Fis	pheU	+	[IHBCE]	Weak
Fis	pheV	+	[BCE]	Weak
Fis	pnp	+	[BCE, IHBCE]	Weak
Fis	proK	+	[BCE]	Weak
Fis	proL	+	[BCE]	Weak
Fis	proM	+	[BCE]	Weak
