b_number,Gene.Name,MDS42CDS_length_bp,leftpos_mds42,rightpos_mds42,ave_pos,Strand,dNdS,dN,dS,lin_expression_NRG,protein_sequence_pecentage_difference_NRG,lin_average expression level_Shibai,lin_variance of  expression level_Shibai,lin_ave_M3DB,lin_sd_M3DB,lin_var_M3DB,syn.num,syn.tube,nons.num,nons.tube,inac.num,inac.tube,lin_Mean_Protein_n,lin_SD_Protein_n,lin_Noise_Protein_n,RunmedNoise_protein_n,SmoothSpline_n,SM_n,log10SmoothSpline_n,log10SM_n,lin_ave_protein_copy_schmidt,lin_var_protein_copy_schmidt,RunmedVar_env_protein,SmoothSpline_schmidt,log10SmoothSpline_schmidt,log10SM_schmidt,Essentiality,dN.dS.inter.species,dN.inter.species,dS.inter.species,alpha_max,Odmax,Ins_index_score,1R172,2R172,3R172,4R172,5R172,6R172,1R268,2R268,3R268,4R268,5R268,6R268,ANC,linaveR172,linaveR268
b1705,ydiE,192,1471196,1471387,1471291.5,plus,0.21791,1.0841,4.9752,NA,NA,301.0524889,414272.5523,222.5797165,155.7353397,24253.49598,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.047418077,32.52960306,14.31477361,11.99813227,1.079113645,0.433165119,2,0.19381,0.3298,1.7017,NA,NA,0.104166667,227.0602654,535.7294385,379.2601577,230.4680615,122.6430712,90.47637923,140.5679208,788.6457923,425.0790923,373.2498077,77.53166615,186.1395885,420.1224846,264.2728956,331.8689779
b1706,ydiU,1437,1471391,1472827,1472109,minus,1.00408,0.0977,0.0973,19.75389297,0.175732218,515.2890978,73649.62739,368.8537725,120.9715181,14634.10818,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,51.9159936,631.2902204,631.2902204,828.144455,2.918106098,-0.117877037,2,0.07726,0.1108,1.4336,0.009635966,0.629897541,0.118997912,778.3843115,2308.181538,1403.444354,886.9179269,1221.093012,864.0131808,436.00215,2359.750538,1778.363423,856.5846615,681.7771538,1033.240938,1199.907338,1243.672387,1190.953144
b1707,ydiV,714,1472890,1473603,1473246.5,minus,NA,NA,NA,NA,NA,170.7537739,14777.05844,117.8940202,53.03068255,2812.253291,1,1,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00366,0.4255,116.4052,0.009179745,0.632202138,0.182072829,794.5665192,140.3801442,173.9579423,96.54455846,90.35036115,139.3542754,506.4711577,40.18871962,135.5269558,147.3066192,171.2817192,128.8599858,178.4155654,239.1923001,188.2725262
b1708,nlpC,465,1473850,1474314,1474082,minus,0.09327,0.0292,0.3133,18.24785195,0.136363636,382.1953844,48721.80935,279.7457755,210.8561997,44460.33712,0,0,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00056,0.0763,135.6249,0.008780885,0.568269742,0.189247312,895.1078462,827.1220577,747.9690346,674.3925346,793.7669038,605.5210269,899.0058269,686.1587577,1086.745762,599.5738269,692.4945538,659.5213423,741.0667962,757.313234,770.5833449
b1709,btuD,750,1474392,1475141,1474766.5,minus,0.08644,0.0293,0.3391,11.75618499,0.196787149,378.4652121,36265.7473,473.0118476,153.6427335,23606.08956,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,75.15993102,1905.013716,1248.446847,1585.16185,3.200073612,0.079824495,2,0.06861,0.1352,1.9699,0.010003024,0.626885674,0.109333333,972.9960731,885.8075269,1558.25095,1170.084523,519.7097769,842.8736115,835.4455731,848.1082923,2556.991962,1085.530362,1147.582127,850.9250346,1458.550112,991.6204103,1220.763892
b1710,btuE,552,1475141,1475692,1475416.5,minus,0.19057,0.051,0.2678,22.62443203,0.142076503,754.7578332,160598.8884,575.9918061,297.2710337,88370.06765,2,2,5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1059.155151,95935.56797,215103.6245,191759.0014,5.282755759,-0.300776108,2,0.04623,0.0724,1.5672,0.010587895,0.652906324,0.101449275,1464.478627,1055.87605,2543.567962,1668.940154,910.0078423,1421.855923,1356.525558,1220.025231,4159.302615,1500.997058,1543.054769,1604.886385,2556.991962,1510.78776,1897.465269
b1711,btuC,981,1475755,1476735,1476245,minus,0.12214,0.0344,0.2821,21.38964462,0.085889571,307.314028,20167.66761,258.3372973,59.61925933,3554.456083,2,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02967,0.0487,1.6431,0.009803551,0.631381807,0.110091743,738.4653962,703.8345269,1199.907338,678.7594077,262.9597885,691.4695654,625.8531154,724.3612192,1115.0602,604.7679154,670.9114923,699.0711231,499.2425115,712.5660038,740.0041776
b1712,ihfA,300,1476836,1477135,1476985.5,minus,NA,NA,NA,100.0856251,0.01010101,1794.204312,1061301.744,2124.492958,1320.789023,1744483.637,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5118.474286,1688075.416,6428090.996,4713936.504,6.673383728,-0.445991883,2,0.04308,0.005,0.1156,0.009776562,0.545202223,0.036666667,6974.584577,14748.14077,14082.16154,9328.998385,18826.61154,17698.47308,5950.595115,19481.075,13561.72385,8779.051308,13561.72385,14657.60269,11349.33196,13609.82831,12665.2953
b1713,pheT,2388,1477140,1479527,1478333.5,minus,0.05584,0.0269,0.4823,95.06767429,0.074213836,1662.359253,792939.6815,2326.389295,957.0862961,916014.1764,3,3,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4604.701616,1976640.13,3301937.557,3799536.866,6.579730663,-0.283803055,1,0.05699,0.0407,0.7135,0,0,0.001675042,8668.286231,7169.704269,12723.84362,7737.828269,8668.286231,10432.78119,7515.234231,7349.963577,7622.349654,8012.596615,8829.333692,12858.7245,9670.439192,9233.454968,8698.033712
b1714,pheS,984,1479542,1480525,1480033.5,minus,0.02987,0.0111,0.3726,101.7036924,0.024464832,1867.121096,1314013.702,1226.021442,783.2539563,613486.7589,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3723.193705,1155865.669,3766723.828,2483982.833,6.39514859,-0.332241225,1,0.02036,0.0131,0.6425,0,0,0.00101626,4491.278923,3123.095231,5847.386269,4736.673962,4338.932731,4129.733,3879.5795,3251.472154,3643.874385,3814.499077,4384.875,5759.700154,5006.290885,4444.516686,4122.333378
b1715,pheM,45,1480809,1480853,1480831,minus,NA,NA,NA,NA,NA,360.8849699,668488.5516,155.5884767,252.0726279,63540.60949,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.010949672,0.654790639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b1716,rplT,357,1480976,1481332,1481154,minus,0.11773,0.0082,0.0697,493.4963226,0,2243.859061,3290769.337,1611.390587,1168.378307,1365107.871,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3880.170747,5473626.807,2952970.213,2698941.755,6.431193512,0.307081671,1,0.0001,0,0.1085,0,0,0,55547.94192,75185.41,48000.46846,73981.11769,59372.62154,73981.11769,56308.20692,71506.63962,38908.45192,82188.00731,41291.54192,65761.45115,77677.25423,64344.77955,59327.38314
b1717,rpmI,198,1481385,1481582,1481483.5,minus,NA,NA,NA,1564.30016,0,4461.531627,4108879.755,3926.412213,2094.780375,4388104.829,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,116.496629,2747.032786,3238.525176,3382.109008,3.529187601,-0.090323758,2,0.0001,0,0.0608,0.008276744,0.577113601,0.02020202,94283.11038,91296.72808,65761.45115,120309.1112,100278.3431,120309.1112,105447.9942,88252.27769,73981.11769,120309.1112,64413.47538,102558.3258,108898.2154,98706.30917,92493.71699
b1718,infC,543,1481679,1482221,1481950,minus,NA,NA,NA,NA,NA,NA,NA,8374.123479,2548.161159,6493125.306,4,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7122.820811,7604862.664,12737420.14,9758098.281,6.989365188,-0.108273812,1,0.0001,0,0.1304,0,0,0,120309.1112,120309.1112,68597.54962,113827.3038,77677.25423,113827.3038,120309.1112,105447.9942,91296.72808,133131.8115,51927.50769,94283.11038,113827.3038,102424.6056,99399.37718
b1719,thrS,1929,1482225,1484153,1483189,minus,0.02849,0.0103,0.3601,179.9740976,0.03271028,2575.814324,1852374.663,2009.508032,718.3272247,515994.0018,4,4,2,2,0,0,783.577,320.924,0.168918919,0.149700599,0.150325425,0.018593494,-0.822967559,0.050645852,989.1142288,96538.18189,179195.9216,165470.1493,5.218719659,-0.234020543,1,0.03305,0.018,0.5457,0,0,0.002073613,14213.27692,7186.363615,14574.94538,12355.80188,9190.621462,13077.71012,13995.03192,7454.631346,12267.16565,18492.01962,10058.67196,12267.16565,9328.998385,11766.45323,12422.44769
b1722,ydiY,759,1486908,1487666,1487287,minus,0.05481,0.0156,0.2843,24.67490821,0.115079365,524.8643965,269011.2862,334.9490189,271.2802664,73592.98296,2,2,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6.818087074,125.2288088,33.41178434,37.70579588,1.576408112,0.521296137,2,0.04519,0.0626,1.3857,0.010070209,0.663365019,0.243741765,452.2235154,464.1540692,608.7626154,915.0110423,776.7218269,886.9179269,231.10325,382.8536231,553.5500308,660.5071269,647.4956,695.7044962,294.7248846,683.965166,528.5356878
b1723,pfkB,930,1487953,1488882,1488417.5,plus,NA,NA,NA,10.31946183,0.080906149,976.3861605,604100.9616,923.9648132,674.0808849,454385.0385,1,1,3,3,0,0,36.614,13.299,0.134228188,0.169779287,0.153038732,-0.018810544,-0.81519864,-0.056957632,1220.909905,583062.1498,160228.0435,262916.7063,5.419818183,0.345896666,2,0.02639,0.0431,1.632,0.008241123,0.618762029,0.159139785,4596.795308,3794.780346,3900.8295,1508.426827,9744.0255,5700.826115,4328.136346,4442.129846,246.5228731,1398.083165,8154.008385,6637.349423,6554.012731,4874.280599,4201.03834
b1724,ydiZ,291,1488983,1489273,1489128,plus,0.11544,0.0329,0.285,10.80769682,0.322916667,662.6553353,372812.7109,753.4662032,832.0469329,692302.1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,118.9588997,19114.80474,3692.377726,3507.390826,3.544984162,0.736385704,2,0.06967,0.2136,3.0667,0.009487968,0.658100373,0.12371134,706.7727692,508.3350962,1574.383927,816.5533385,1545.534962,904.5807577,618.0229038,494.9203962,2066.326654,466.7477654,849.7848577,1187.927846,2532.166731,1009.360142,947.2884038
b1725,yniA,861,1489379,1490239,1489809,plus,NA,NA,NA,3.051329359,0.073426573,689.696033,458548.1208,484.3730499,438.8187036,192561.8539,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,337.0426213,14995.45145,17107.319,21527.53817,4.332994368,-0.157034823,2,0.0287,0.0403,1.4045,0.009961938,0.612338928,0.159117305,773.2846615,442.7467385,823.1301154,613.2398154,820.4197423,730.8981115,824.8120385,362.2781885,992.4360308,528.1097385,565.4743769,867.0151538,1053.176842,700.6198641,690.0209212
b1726,yniB,537,1490280,1490816,1490548,minus,0.08561,0.0201,0.2352,35.4446131,0.162921348,460.5262712,69802.11196,507.2968692,261.8037905,68541.22445,0,0,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04066,0.093,2.2867,0.010329682,0.591026855,0.202979516,1033.699608,1009.054054,1606.616538,1261.411131,1073.227192,1060.578142,850.9250346,852.8985808,1651.094923,1003.6716,1092.109181,1258.743173,1249.847346,1174.097778,1118.240415
b1727,yniC,669,1490963,1491631,1491297,plus,0.08542,0.0235,0.2752,33.27221033,0.099099099,528.4815061,67586.81703,375.8527145,148.6485409,22096.38877,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,402.8214748,35838.28697,28077.07702,32858.84268,4.516652263,0.03769498,2,0.03595,0.0724,2.0147,0.009825718,0.628825125,0.155455904,2238.079962,1279.979877,1472.384146,2032.812962,1672.340692,2932.936962,1837.152,899.0058269,1748.340923,2346.711538,1158.151581,2655.687462,1835.165223,1938.0891,1774.174888
b1728,ydjM,591,1491794,1492384,1492089,plus,0.04978,0.0125,0.2519,11.52232958,0.133333333,158.5756145,54884.11517,334.0226172,145.5121354,21173.78153,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04111,0.0683,1.661,0.008814837,0.611299645,0.172588832,198.3752154,261.0916615,1289.509919,858.5720231,218.0000423,1835.165223,161.0240392,539.6304885,1336.650085,571.6936038,258.3705538,1598.121038,114.3102669,776.7856808,744.2483014
b1729,ydjN,1392,1492517,1493908,1493212.5,plus,0.08734,0.0269,0.3084,31.18638941,0.041036717,994.4082781,799950.1957,422.9762911,322.9351122,104287.0863,2,1,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1548.009904,508821.6837,508821.6837,436466.2775,5.639950695,0.066614916,2,0.01496,0.0222,1.4809,0.0099733,0.656217829,0.150143678,1022.751769,7622.349654,3432.620577,11195.99273,7737.828269,3686.526385,3307.598,3821.652846,3083.647077,11604.21519,4508.212731,2047.617538,13001.06327,5783.011564,4728.823897
b1730,ydjO,816,1493912,1494727,1494319.5,minus,0.13137,5.8823,44.7775,NA,NA,74.43877268,120023.419,41.39208459,8.949700339,80.09713623,3,1,6,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.010323587,0.592260204,0.080845771,32.35224469,80.38026308,28.09661727,134.5940973,93.93092077,12.45713812,23.23141004,11.66799169,51.25794115,99.80645808,60.01862423,15.21511608,122.8482315,63.63521354,43.53292354
b1731,cedA,264,1495004,1495267,1495135.5,minus,NA,NA,NA,12.67190611,0.175,396.8092505,213270.4636,174.0904191,48.77142529,2378.651925,1,1,0,0,0,0,7.844,3.088,0.153256705,0.256081946,0.224743156,-0.071486451,-0.648313525,-0.166266991,65.68236239,2230.760293,1451.81715,1255.592258,3.098848629,0.249604276,2,0.12301,0.1035,0.8411,0.010139897,0.631178776,0.255144033,469.8281269,335.4595808,612.3413423,502.5694885,574.3989423,574.3989423,522.5553,253.5772115,699.0711231,438.7027692,408.1902308,475.3514769,558.8767192,511.4994038,466.2413519
b1732,katE,2262,1495450,1497711,1496580.5,plus,0.04369,0.0304,0.6956,1,0.112,807.8045667,1499558.062,550.8535542,582.7931187,339647.8179,2,2,2,2,0,0,149.12,56.431,0.137835975,0.149142431,0.143729115,-0.00589314,-0.842455248,-0.018182169,1637.167892,696846.6724,654998.6834,487594.0303,5.68805838,0.155078851,2,0.0441,0.0714,1.6191,0.010030194,0.648789177,0.114500442,116.4712988,77.88068231,723.27955,372.3434962,484.0907923,319.9126808,97.97506,83.66087269,2414.651308,140.7420904,141.9030023,506.0207231,3508.548,348.9964167,564.1588427
b1733,chbG,750,1497969,1498718,1498343.5,minus,0.13177,0.1116,0.8467,7.697761533,0.232931727,179.160873,14530.34403,192.242447,79.12128806,6260.178218,0,0,1,1,0,0,1.772,1.45,0.694444444,0.816326531,0.7223706,-0.027926156,-0.141239938,-0.017122555,20.2391122,141.4169087,309.2361742,254.3239551,2.405387269,-0.254885929,2,0.05395,0.1263,2.3404,0.009873446,0.664813997,0.137333333,496.8522231,513.8758538,606.1689615,445.8558731,624.8912923,724.3612192,533.0652885,658.8692231,456.9063731,429.5090577,688.4642269,632.7259269,440.12195,568.6675705,566.590016
b1734,chbF,1353,1498731,1500083,1499407,minus,0.10363,0.0373,0.3597,3.051329359,0.095555556,90.05310962,18674.7151,189.3975612,58.12198909,3378.165619,4,3,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04368,0.0547,1.2523,0.009508794,0.548987779,0.299334812,69.00882231,62.23527962,51.90097308,68.07894577,85.59649731,77.38995808,65.50104231,51.51027038,63.06682462,66.12483385,101.7613288,78.86525962,73.49174808,69.03507936,71.13825994
b1735,chbR,843,1500188,1501030,1500609,minus,0.10259,0.025,0.2435,5.270337213,0.142857143,158.84606,8158.787033,148.2455409,38.27481017,1464.961094,2,2,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.05255,0.0805,1.531,0.010535622,0.664929778,0.231316726,244.6786538,144.5044073,124.4705908,154.5076442,186.4634808,181.3981538,218.0000423,156.8148669,157.1882235,193.5874181,207.4291615,166.2440719,171.9488208,172.6704885,183.2106307
b1736,chbA,351,1501038,1501388,1501213,minus,NA,NA,NA,5.917342317,0.12173913,235.4752556,95070.81129,272.1221853,67.6393163,4575.077109,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5.165331006,51.11145658,33.31330349,25.95405529,1.414205226,0.294313032,2,0.03577,0.0686,1.9168,0.009442943,0.657054263,0.247863248,204.9538538,146.8794296,191.5129692,209.9319462,177.5726885,185.8530769,182.7245154,196.4765154,171.9488208,206.0096577,183.9256923,169.7634819,141.6458862,186.1173274,185.1414472
b1737,chbC,1359,1501439,1502797,1502118,minus,NA,NA,NA,2.614063815,0.053097345,NA,NA,136.6101734,37.39559497,1398.430525,2,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0298,0.0282,0.945,0.009449347,0.576294887,0.255334805,77.88068231,52.08933,72.95431038,59.10060962,59.91692846,46.54171731,44.98574885,30.8817215,67.42209923,81.59575154,69.23525,69.54403577,65.50104231,61.41392968,60.61076781
b1738,chbB,321,1502882,1503202,1503042,minus,999,0.0131,0,12.44579221,0.037735849,458.3931594,224286.7852,428.5582675,172.2240098,29661.10943,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,679.5969026,130232.3285,74535.30856,81830.36861,4.912914507,0.201804298,2,0.03454,0.0273,0.7893,0.010244936,0.616311545,0.193146417,702.1876923,766.6419385,659.5213423,882.1141231,1063.952862,772.7021769,605.5210269,726.2811615,774.1176,733.3364462,1098.847019,810.8685077,681.7771538,807.8533558,791.4952936
b1739,osmE,339,1503501,1503839,1503670,minus,0.17414,0.0184,0.1057,14.20809665,0.035714286,979.2224462,1265851.181,1158.471498,1471.170847,2164343.651,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7705.729966,14181280.93,13489204.98,11846070.07,7.073574297,0.078141163,2,0.02135,0.0174,0.8171,NA,NA,0.18879056,2430.650462,926.2705885,4195.425731,1685.023038,2686.370423,3387.566038,1641.303577,1654.624038,5700.826115,1066.827838,1548.516731,4484.360231,6268.3925,2551.88438,2682.743088
b1740,nadE,828,1504041,1504868,1504454.5,plus,0.10186,0.0408,0.4009,33.27221033,0.105454545,1192.552123,388579.0176,910.8586627,433.2628878,187716.73,2,2,1,1,0,0,30.911,11.374,0.131319764,0.139178845,0.158734514,-0.02741475,-0.799328634,-0.082341273,2749.325803,610583.1363,857599.1598,1305554.742,6.115795086,-0.330050281,1,0.03688,0.0658,1.7856,0,0,0.002415459,8779.051308,3336.245192,4229.285923,5083.922423,6658.262808,9108.902077,9926.364346,4413.060692,6932.163192,5380.319115,2819.785,9559.413808,6912.749346,6199.278288,6505.184359
b1741,cho,888,1505098,1505985,1505541.5,plus,0.12428,0.0913,0.7348,4.585962561,0.201365188,173.6537571,14613.01109,324.1946461,76.29573439,5821.039081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04777,0.1269,2.6563,NA,NA,0.113738739,350.4109231,74.99850038,1015.692338,977.4180192,556.9830846,759.2573192,380.7730808,28.59683915,1182.115712,708.4047615,732.3576038,736.2940731,380.7730808,622.4600308,628.090345
b1742,ves,576,1505945,1506520,1506232.5,minus,0.09543,0.0514,0.5389,NA,NA,NA,NA,464.770108,354.536564,125696.1757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.090277778,65.34017115,60.13641962,67.77355038,85.15604885,90.98950346,67.19481577,67.09759077,74.11597654,85.01738769,75.89939077,105.2713527,85.36597962,70.53517115,72.76508487,82.12794635
b1743,spy,486,1506723,1507208,1506965.5,minus,0.46162,0.0436,0.0945,5.917342317,0.105590062,710.8876018,2743985.632,612.075022,921.4048166,848986.8361,0,0,1,1,1,1,0.158,0.45,8,10.1010101,11.39694115,-3.396941147,1.056788306,-0.153698319,542.4364555,64098.84006,65612.40151,58256.77034,4.765346404,0.041503766,2,0.04198,0.0553,1.3182,0.001185813,-0.111358449,0.187242798,3794.780346,2515.862308,4501.430154,1804.771962,8986.658077,979.2523731,4195.425731,1312.587396,3363.119115,995.6777769,4797.459538,978.3573462,5585.218423,3763.792537,2607.104484
b1744,astE,969,1507538,1508506,1508022,minus,0.07957,0.0383,0.4813,1,0.295031056,147.6618778,99368.3897,132.326424,83.75068426,7014.177115,0,0,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.1131,0.2297,2.0312,0.008541551,0.688216502,0.186790506,114.1633238,63.06682462,68.53064308,59.59555077,47.06841192,53.29321077,168.1161462,56.71473885,61.06552885,54.86473,54.63844615,52.53382423,98.25451,67.61966083,74.65556904
b1745,astB,1344,1508499,1509842,1509170.5,minus,0.10906,0.1151,1.0558,NA,NA,140.8457426,59298.45089,424.4179827,441.0835649,194554.7104,1,1,2,1,0,0,2.875,2.135,0.490196078,0.447427293,0.429219964,0.060976114,-0.367320087,0.057689919,NA,NA,NA,NA,NA,NA,2,0.04178,0.097,2.3228,0.009035715,0.689955471,0.10639881,139.0536738,107.6405577,128.5814227,88.58465077,115.0596215,117.0737085,174.6686038,174.3101462,82.13453885,76.76825923,111.1111642,73.49174808,103.3532673,115.9989392,115.4140767
b1746,astD,1479,1509839,1511317,1510578,minus,NA,NA,NA,NA,NA,276.8559102,460461.8553,378.8528056,412.0100532,169752.2839,2,2,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6.813732195,21.2967647,26.36880564,37.67201135,1.576018808,-0.247705176,2,0.02406,0.1059,4.3991,0.011003312,0.664299553,0.102096011,142.8250862,72.29871,79.76209154,72.21658846,95.916225,84.41295885,171.6545577,89.97743769,68.68021885,54.36535692,82.72860962,67.19481577,93.67050231,91.23861,89.10016609
b1747,astA,1035,1511314,1512348,1511831,minus,0.03395,0.0204,0.602,NA,NA,NA,NA,651.003279,788.5265876,621774.1793,3,3,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02823,0.0458,1.6231,0.009465986,0.656662976,0.092753623,198.8585423,55.38511385,65.34017115,59.91692846,47.92634269,74.88672231,200.3532769,101.9223308,53.78458654,32.29943496,48.64543346,42.38842846,87.56389308,83.71897013,79.89891519
b1748,astC,1221,1512345,1513565,1512955,minus,0.12195,0.082,0.6721,NA,NA,322.6174833,1122275.836,1171.439628,2034.3536,4138594.56,2,2,3,2,0,0,19.916,13.026,0.425531915,0.188857413,0.175500836,0.250031079,-0.755720811,0.384652949,132.9740995,6363.371748,3929.695921,4268.410046,3.630266133,0.173421162,2,0.08656,0.0935,1.0805,0.009742606,0.648216338,0.131040131,295.1580192,53.50295423,59.59555077,31.47678854,47.81621615,42.57848923,213.8863192,59.10060962,42.90241654,29.92236054,37.12404962,40.44273308,83.89691269,88.35466969,70.56308144
b1749,xthA,807,1514011,1514817,1514414,plus,0.06417,0.0402,0.6263,29.5032488,0.078358209,331.7162621,65356.43881,534.7762847,158.9866948,25276.76921,1,1,3,2,0,0,6.681,3.195,0.229095074,0.265957447,0.240331812,-0.011236738,-0.61918874,-0.020795509,507.7725212,19155.59432,63430.46318,52588.96341,4.72089461,-0.43859898,2,0.03902,0.0454,1.1636,0.009716952,0.651955898,0.110285006,2079.935538,1812.3465,1495.128385,2273.545269,2830.861038,1279.979877,1739.679731,1334.460488,1500.997058,1778.363423,1718.373923,1112.751796,1535.5245,1961.966101,1530.77107
b1750,ydjX,711,1514984,1515694,1515339,plus,0.16994,0.2421,1.4244,NA,NA,192.0913262,125689.8879,192.2438234,154.0073257,23718.25633,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.010391495,0.634091238,0.253164557,569.8753731,254.1346115,180.5723615,605.5210269,566.5231846,591.9328923,857.5527192,353.2864615,141.3538858,568.1650577,445.1495538,458.8138346,95.60509231,461.426575,470.7202521
b1751,ydjY,678,1515699,1516376,1516037.5,plus,NA,NA,NA,NA,NA,233.3607157,91175.88154,362.6852133,203.382336,41364.3745,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.472809931,3.12382844,10.28911625,8.585127701,0.93374676,-0.439059585,2,NA,NA,NA,0.009967471,0.598135311,0.12979351,1135.398842,350.4109231,221.5454538,1143.692473,767.5517769,1309.440608,1410.187808,602.0413346,150.8871354,1461.637538,842.8736115,1005.657646,133.9029362,821.3400128,912.214179
b1752,ydjZ,708,1516391,1517098,1516744.5,plus,0.15785,0.1047,0.6631,NA,NA,81.20196858,15509.74923,192.2877233,76.98056043,5926.00669,0,0,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009802999,0.6519346,0.117231638,906.3032038,284.4552808,216.7524923,715.6358654,460.5668654,856.5846615,996.9539885,396.7811808,189.7806462,1081.422419,499.2425115,628.8456885,126.537235,573.3830615,632.1710724
b1753,ynjA,549,1517098,1517646,1517372,plus,0.10701,0.0588,0.5499,NA,NA,228.1562373,32120.30415,459.1224688,134.8069356,18172.90986,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009046313,0.6303863,0.102003643,851.9027654,458.8138346,397.5482192,615.2601038,644.5034154,912.3014269,1084.269908,643.9637962,389.7211192,990.2846269,569.8753731,839.1165115,381.9178308,646.7216276,752.8718891
